Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext,index,id,file
SCHINZ,HANS RUDOLF,70475,A,"Schinz.Hans Rudolf Schinz.Hans Rfudolf], Umberto Cocchi und Johannes ïïeuhaus. Die Vererbung des Krebses beim Menschen. (SA. a. Archiv der Julius Klaus-Stiftung für Vererbungsfor- sehxing, Sozialanthropologie und Raasenhygiene ,Bd.23, 1948) Mit 125 Beilag",788,788,chunk_3.csv
SCHLEICHER,I.,,A,"Schleicher e.  Hochrein,M.u.I.Son. Unternehmerkrankheit, ",827,827,chunk_3.csv
FRAU SCHMID (ED),M.,86418,S,"86*418	TB P.Meief 'U>- Herbst. Robert.  Dictionnalre des terraes ?M financiers  et   juridiques,..2e   edtion *.   TomeT~Fran$ais- anglais-allemand. Thoune:   Translegal  SA., (1990).	-25cm.958  S. ",1222,1222,chunk_3.csv
FRAU JEANNERET (KW),,86419,A,"Frau Jeanneret (KW) Duden.  Rechtschreibung der deutschen Sprache. 20.,*A. Mannheims Dudenverlag, (1991).	-20cm. 832 S. ",1223,1223,chunk_3.csv
VD SCHMID (PL),,86423,S,"86*423	VB Schmid (PL) Arbeitslosenversicherung. Kommentierte Ausgabe des Bun- desgesetzes. . .Stand I.Januar 1992...Zusammengestellt und hrsg.vom Industrie-, Gewerbe- und Arbeitsamt \KIGA) des Kantons Aargau. (;}. Auflage). Aarau 1992.	-23cm.270 S. ",1227,1227,chunk_3.csv
FRAU ROMANI (KW),,86425,S,"86*425	__________Frau Romani   (KW) Duden.      Wie  sagt man noch ?  Sinn- und sachverwandte Wör- ter und Wendungen. Von Wolgang Müller.  Duden-Taschenbü- cher.  Band 2. Mannheim:   Dudenverlag,   (1968).	-2lcm.219  S. ",1229,1229,chunk_3.csv
CAMPAGNANI (WM),,86427,S,"86*427	Garapagnani (WM) Insurance marketing techniques, current. Special report -4500. USIM (United States Institute of Marketing). (Oakmont,PA) 1992.	-29cm.178 p. ",1231,1231,chunk_3.csv
BACH (ES),F.,86429,S,"86*4-29	F. Bach (ES) Döring, Klaus W,   Lehren in der Weiterbildung. Ein Do- zentenlei tfaden« 3»Aufläge. Weinheim: Deutscher Studien Verlag, 1990.   -21cm.3ol S. ",1233,1233,chunk_3.csv
BACH (ES),F.,86430,S,"86*430	£. Bach (ES) Watzlawick, Paul.  Wie wirklich ist die Wirklichkeit ? Wahn, Täuschung, Verstehen. (19. Auflage. Serie Pieper. 174). München: (R.) Piper (& Co.Verlag, 1991).    -19cm.252 S. ",1234,1234,chunk_3.csv
GREGORI (WM),,86432,S,"86» 4-32	Gregor! (WM) Vergleich der Splitting-Modelle der Eidg.Kommission fUr Frauenfragen .,. [Bern 19]91.	-3ocm.56 S. ",1236,1236,chunk_3.csv
BACH (ES),F.,86437,S,"86*437	Bach, F. (ES) Vppel, Klaus W.   Anwärraspiele. Experimente fUr Lern- und Arbeitsgruppen. 3.Aufläge. (Hamburg): ISKOPRESS, 1990.	-24cm.114 S. ",1241,1241,chunk_3.csv
BACH (ES),F.,86438,S,"86'458	Bach, F. (ES) Schrader, Einhard; Gottschall, Arnulf; Runge, Thomas. Der Trainer in der Erwachsenenbildung. Rolle, Aufgaben, Verhalten. (Handbuch der Weiterbildung für die Präzis in Wirtschaft und Verwaltung. Band 5)• München: Carl Hanser Verlag, (1",1242,1242,chunk_3.csv
DR.PETER (MS),H.,86447,S,"86M47	Er- Peter, H. (MS) Keller, Andreas Stephan.   Zur Konstruktion von AIDS- Grundlagen 1980-2000...Dias.Untv.Bern. Bern: Wittwer-Service AG, 1991.	-50cra.H5 S ",1251,1251,chunk_3.csv
PATZKE (IN),,86448,S,"86*448	Patzke (IN) Fundstellennachweie des geltenden Gemeinscnaftsrechts [im] Amtsblatt der Europäischen Gemeinschaften. Stand: 1. Juni 1991. (Band I: Systematisches Terzelcnnis.XXIY, 793 S.; Band II: Chronologisches [und] alphabetisches Register. V,185 S",1252,1252,chunk_3.csv
FRL.ZU PAPPENHEIM (A 406),,86449,S,"86*449	Frl. Zu Pappenheim(A 406) Langenscheist.  L*s Handwörterbuch Französisch ... Berlin: Langenscheidt (KG, [l9]90) .       -25cm.1312 S ",1253,1253,chunk_3.csv
VD SCHMID (PL),,"86454/1,2,3,4,5",S,"86'454/lf 2f 3,4t 5___________________VD Schmld (PL) Christen, H,  Arbeitsvertragagesetze... [Mit Nachtrag: Aendertmg ... und 1. Januar 1989. 16 S,J. Zürich; JuTis Druck+7erlag,[1989].         -15cm.109 S. ",1258,1258,chunk_3.csv
VERMISST,,86455,S,"86«455	P Pfi Voogolo (MS) Bericht der Expertenkommission für Fragen des Hypothe- karmarktes. (Hrsger: Bundesamt fUr Wohnungswesen. A.T- •beitsberichte. Heft 2?). Bern: (Eidgenössische Drucksachen- und Materialzentrale), 1991.	-3ocm,135 S. ",1259,1259,chunk_3.csv
BERTSCHI (WM),,86457,S,"86*457	Bertschi (TO) Werbung phne Stolpersteine. Ein Arbelts-Inatrument für alle, die mit Marketing, Werbung und Public Relations zu tun haben. (3. Überarbeitete Auflage. Hrsger: ASSA Schweizer Annoncen AG). (Zürich 1991).	-21cm.111 S. ",1261,1261,chunk_3.csv
LEEGER (L),,86459,S,"86'459	keeger   (L) Langenscheid, t.       L1 s Handwörter'buch Französisch. .. Berlin:   Langensclieidt  (KG,   [l9]91-1992) .       -25cm. 1314 S. ",1263,1263,chunk_3.csv
FRAU DOMINGUEZ (S),,86461,S,"86'461	Frau Dominguez (S) Tercier, Pierre.   La reclaerche et la r6daction en droit euisse Fribourg/Suissej Editions Universitaires, (1991). -?3cm. 282 p. ",1265,1265,chunk_3.csv
FRAU DOMINGUEZ (S),,86462,S,"86*4-62	Frau Dominguez (S) Schreiber, Alfred.  Terminologie des schweizerischen Zivilrechts: Personenrecht, Familienrecht, Erbrecht, Sachenrecht: Deutsch-Französisch-Italienisch-Englisch. Systematisches und alphabetisches Wörterbuch. 7.Auflage, Wädenswil:",1266,1266,chunk_3.csv
VD LEISER (FI/L),,86464,S,"86'464	VD Leiser (FI/L) Heusi, Claudia.   Der Geschäftsmietvertrag. Zürich: MV Schweizerischer Mieterinnen- und Mieterver- band, 1999.	-21cm.116 S, ",1268,1268,chunk_3.csv
FRAU LOEHRER (IN),,86469,S,"86""469	Frau Loehrer (IN) Blake, Robert L.; Mouton, Jane S.   Besser führen mit GRID. Führungsprobleme lösen mit dem GRID-Konzept. [Aus dem Amerikanischen Übersetzt]. Düsseldorf? Econ Verlag (GmDH, 1978).     -21cm.135 S. ",1273,1273,chunk_3.csv
FRAU CIRELLI (PL),,86470,S,"86*470	Heooborg (PL) Duden. Rechtschreibung der deutschen Sprache. 20.*A.... Mannheim: Dudenverlag, (199l).	-20cm.832 S. ",1274,1274,chunk_3.csv
ZINGG (AD),,86474,S,"86*474	Zingg (AD) Katalog der Automobil Revue * 92 ~ Catalogue de la Revue automobile '92 ... Bern: Hallwag AG, 1992.-      .	-31cm. ",1278,1278,chunk_3.csv
CAMPAGNANI (WM),,86475,S,"86*475	Cqmpagnani (WM) Meinungsumfrage, repräsentative, zum Image 2.Säule.Durch- geführt vom GFM Forschungsinstitut der Schweizerischen Gesellschaft fiUr Marketing, Hergiswil, im Auftrag der TW Bereinigung swe verhandlich organisierten Vorsorge- einrichtu",1279,1279,chunk_3.csv
TISCHHAUSER (Z),,86477,S,"86'477	Tischhauser (Z) Duden.  Rechtschreibung der deutschen Sprache, 20.*A. Mannheim: Dudenverlag,(199l).	-2ocm.832 S ",1281,1281,chunk_3.csv
VOIT (WM),,86478,S,"86«478	Volt (WM) Duden.  Etymologie. Herkunftswörtertmch der deutschen Sprache. 2.*A. Mannheim: Dudenverlag, (1989).	-2ocm.839 S. ",1282,1282,chunk_3.csv
VOIT (WM),,86480,S,"86'480	Yoit (WM) Duden.  Bildwörterbuch Deutsch und Französisch» Hrsg, von der Dudenredaktion in Zusammenarbeit mit Daniel Moskowitz. Oxford-Duden» Mannheim: Dudenverlag; (Bibliographisches Institut), (1981). ",1284,1284,chunk_3.csv
CAMPAGNANI (WM),,86481,S,"86» 481	Campagnani (WM) Beiz, Christian.  Suchfelder im Marketing. Schrift zum 50jährigen Jubiläum der GfM Schweizerischen Gesellschaft für Marketing 1991. (GfM-Dok. No. 15l). Zürich: GfM; St.Gallen; Hochschule St.Gallen, 1991). -30cm,84- S. ",1285,1285,chunk_3.csv
FRAU SCHÖNENBERGER (LA2007),,86482,S,"86'482	Frau Scfcönenberger (LA2007) Duden.   Rechtschreibung der deutschen Sprache. 20.*A..., Mannheim: Dudenverlag, (1991-1994).     -20cm.832+55 S. ",1286,1286,chunk_3.csv
LAGERSTRÖM (IN),,86484,S,"86'484	Lagerström (IN) Gulbins, Jürgen.   UNIX. Eine Einführung in in Begriffe und Kommandos von UNIX - Usrsion 7, bis System V.3- 3., überarbeitete und erweiterte Auflage.. Berlin: Springer-Verlag, (1988).      -25cm.XI,772 S. ",1288,1288,chunk_3.csv
BIBLIOTHEK,,86489,S,"86< 489	??oidovau Ghezzi, Carlo; Jazyeri, Mehdi.  Konzepte der Program- miersprachen. Begriffliche Grundlagen, Analyse und Be- wertung. ([AUS dem Englischen Übersetzt von] Thomas Früh- auf) . München: R.Olflenbourg Verlag (Gm""bH), 1989.       -24cm. 602 S",1293,1293,chunk_3.csv
BIBLIOTHEK,,86491,S,"86'491	TfftldeTaua,   W. (IN) Programmlersprachen,   moderne.  Programmieraprachen   jen- seits von Algol  und Coool:   awk,   C++,   CASE,   Korn-Shell, Lisp,   Ohjective-C,  Prolog,   ProMae,  REXX,   Smalltalk,SQJ/. Hrsg.   von Peter Schnupp.   (State ",1295,1295,chunk_3.csv
FRAU HOLLIGER (S),U.,86492,S,"86*492	Frau U.Holliger  (S) Strafgesetztmcfc,   schweizerisches,   StGB   .,,  Hrsg.von Robert Hauser und JÜrg Rehborg.  12.* Auflage. (Zürich):  Grell PUasli,   (1992).	-16cm.IIIIIt521 S ",1296,1296,chunk_3.csv
SCHMIDT (VW),,86495,S,"86*495	Schmidt  (TW) Grappin,  Pierre.       Grand dictionnaire fran^ais-allemand/ allemand-francais.   (Part 1:  Frarujais-allerrtand avec la collaboration  de  Jean Charue,   Carol Heitz  [e.a.J.  XXII, p.1-706;   pari  2t   Allemand-franejais  avec la ",1299,1299,chunk_3.csv
HODEL (IA),W.,86500,S,"86'500	Hodel,W. Martin, James.   Systems application arcliitectureiCommon user acces.., Englewood Gliffs,N.J.: Prentice Hall,(Inc., 1991). -25cm,XVI,352 p. ",1304,1304,chunk_3.csv
BRÄM (S) AR 1083,,86504,S,"86'504	Bräm (S).AR 1083 Messmer, Georg; Imboden, Hermann.  Die eidgenössischen Rechtsmittel in Zivilsachen. Berufung, zivilrechtliche Nichtigkeitsbeschwerde und staatsrechtliche Beschwerde. Zürich: Schulthess Polygraphischer Verlag (AG), 1992. -23cm.XXI,3",1308,1308,chunk_3.csv
FRAU BODMER (EC),,86506,S,"86*506	Frau Bodmer  (EG) Postleitzahlen, Alphabetisches Verzeichnis  der Postämter Oesterreichs. (Wien:   Generaldirektion der Post- und  Telegraghenverwal- tung,   1989).	-20cm,48 S. ",1310,1310,chunk_3.csv
DR.KUHN (S),,86507,S,"86'507 Dr. Kühn (S) Strafgesetzlich, schweizerisches, vom 21. DezemDer 1937 • Rehberg. 12. »Auflage. (Zürich): Orell Füssli, •StGB. Das Bundesgesetz . Hrsg.von Robert Hauser und Jörg (1992).      -16cm.XXIII,521 S. ",1311,1311,chunk_3.csv
FRL.FERRETTI (ES),,86511,S,"86*511	Frl. Ferretti (ES) MSD-Manual der Diagnostik und Therapie ... 4. Auflage. München: Urban & Sehwarzenberg, (!988)-r20cm.VIII, 3043 S. ",1315,1315,chunk_3.csv
FRL.BREITSCHMID (ES),,86512,S,"86*512	Frl.Breitsehmid (ES) MSD-Manual der Diagnostik und Therapie ... 4. Auflage. München: Urt-an & Schwarzenfcerg, (1988).	-20cm. 7111,3043 S. ",1316,1316,chunk_3.csv
BACH (LA 3007),,86514,S,"86'514-	'   Bach (LA 3007) Decl-cer, Franz.   Team working. Gruppen erfolgreich füh- ren und moderieren. Mit Uebungen zur geistigen Fitness und Entspannung. 2., Überarbeitete und erweiterte Auf- lage. (München): L^ika Verlag (33ar""bara Rumpf, 1994).   -22",1318,1318,chunk_3.csv
BACH (LA 3007),,86515,S,"86'515	Bach (LA ?QQ7) Glasl, Friedrich.   Konfliktraanageinent. Ein Handtuch sur Diagnose und Behandlung von Konflikten für Organisa- tionen und ihre Berater. 4.» unveränderte Auflage. Bern, Stuttgart: Verlag Paul Hauptj Verlag Freies Geis- tesleben, (199",1319,1319,chunk_3.csv
DR.MEIER (U2),F.,86516,S,"86*516	Dr.  F.Meier   (U2) Helbling,   Carl.      Personalvorsorge und BVG,   Gesamtdar- stellung   ...   6.,   nachgefüiirte Auflage   ... Bern:   Verlag Paul Haupt,   (1995).	-23cm.883 S. ",1320,1320,chunk_3.csv
SD BEIT (ID),,86517,S,"86*517	SD Seit (ID) Lynch, Dudleyjr.Kordis, Paul L.   Strategy of the dol- phln. Winning elegantly by coping powerfully in a worid of turbulent change. (Arrow edition). (London): Arrow (Boolcs Limited, 1990).     -24cni.284 p. ",1321,1321,chunk_3.csv
CATELLANI (VM),,86518,S,"86'518	'                    Catellani (VM) Kiunebrock, Wolfgang.  Marketing mit Multimedia. Neue Wege zum Kunden, (Landsberg/Lech) :Verlag. rndderne Industrie, (1994) . -25cm.219 S. ",1322,1322,chunk_3.csv
BIBLIOTHEK,,86522,S,"86' 522       __	/iohanop   (ADX     ^^ Streiff,   U Hin;   Pellegrini,   Bruno;   Kaenel,   Adrian  von. Vertragsvorlagen.   Eine   Sammlung  kommentierter  Vertrags- rauster flir  die Praxis.   2.,   überarbeitete Auflage. Zürich:   Schulthess Polygraph",1326,1326,chunk_3.csv
BIBLIOTHEK,,86524,S,"86' 524 Druey,   Jean Kicolas.        Grundriss  des Erbrechts.   3-*Aufl. Berni   Verlag Stämpfli  &  Cie AG,   1992.	-23cm. 260  3. ",1328,1328,chunk_3.csv
ROGENMOSER (U3),,86527,S,"86*527	.                           Rogeninoser  (U3) Hel""bling,   Carl.       PerconalVorsorge  und BVG.   6.*A,   ... Bern:   Verlag Paul Haupt,   (1995).	-23cm.88? S. ",1331,1331,chunk_3.csv
CHEVALLEY (VM),,86528,S,"86'528	Chevalley Bronder, Christoph; Pritzl, Rudolf (Hrsger). Ylegvfeiser für strategische Allianzen. Meilen- und Stolpersteine ""bei Kooperationen. (Frankfurt/Main): Frankfurter Allgemeine. Zeitung für Deutschland;(Wiesbaden; Betriebswirtschaftlicher Verl",1332,1332,chunk_3.csv
SD SCHMID (PL),,86532,S,"86'532	SD Schmid (PL) Cepec-Handtmch Salärmanagement. Verantwortlich: Regis Künzli. [Mit Nachträgen]. Lausanne: Gepec AG(Centre d1etudes de problemea econo- raihques S.A.), 1995 -     .	-32cm.Ordner ",1336,1336,chunk_3.csv
MOSER (W),P.,86534,S,"86'534	Moser, P. (W) Robert-CoHins.  Bictionnaire framjais/anglais/anglasi- franjais par Beryl T.Atkins, Alain Duval [e.a.J. 5e edi- tion, (reimpression, 1994). Robert-Collina Genior. Paris,Glasgow: I>e Robert/Collins, 1994- -27cm.XXX7III,886+72;962+46 p ",1338,1338,chunk_3.csv
BIBLIOTHEK,,86538,S,"86'538	Genauor   (AD)______ Reibung,   Carl.       Peraonalvorsorge  und BVG.   Gesamtdar- stellung   ...   6.   »Auflage   ... Bern:   Verlag Paul Haupt,   (1995).	-23cra.883  5. ",1342,1342,chunk_3.csv
FRAU KÄCH (CH/U2),MICHAELA,86539,S,"86'539	.    Frau Michaela Käch (CH/U2 Gesetze, kantonale, über Familienzulagen = Lois canto- nales sur les allocations familiales. Hrsg. vom Bundes- amt für Sozialversicherung. Mit Nachträgen. Bern: Eidgenössische Drucksachen- und Materialzentrale, 1999 f",1343,1343,chunk_3.csv
KLAIBER (CH/UG),,86540,S,"86'540	Klaiber (CH/UG) Garnier-Delamare.   Dictionnaire des termes de medecine. 25e edition, revue et augmentee par Jacques Delamare... Paris: Maloine, 1998.	-25cm.XXXIV,973 p. ill. ",1344,1344,chunk_3.csv
DR.MÜHLEBACH (GD),,86543,S,"86'543	Dr.Mühlebach (GD) Compensation report - Singapore, 1995- (Produceü l>y the Aaia Pacific Survey Unit of The VJyatt Company) . (Singapore: The Wyatt Company (SEA) Pte Ltd), 1995. -29cm.XII,139 P. ",1347,1347,chunk_3.csv
CAMPAGNANI (P),,86544,S,"861544	Campagnani (P) Mol, Hans Gerd.   Versicherungsfonds. Ein Leitfaden für den Versicherungsaussendienst. (Wiesbaden: Betriebswirtscliaftlicher Verlag Dr.In.) Gat)- ler, (1989).	-25cm.175 S. ",1348,1348,chunk_3.csv
VOUILLAMOZ (PW),,86546,S,"86*546	Vouillamoz (PW) Pechyrerabel, [Willibald].  Klinisches Wörterbuch. 257.A. Berlin: Walter de Gruyter, 1994.	-23cm.XXVII, 1722 S. ",1350,1350,chunk_3.csv
DR.AMSTAD (L),,86547,S,"86*547	Dr. Amstad (L) Zürich/Kanton.   Kantonaler Richtplan: Richtplan-Text (KRB vom 51.1.95); Richtplan-Karten Mst. 1:50*000 (KRB vom 31.1.95); Bericht zu den nicht ""berücksichtigten Ein- wendungen \KRB vom 31.1.95). Zürich: Staatskanzlei, 1995.	-32cra.O",1351,1351,chunk_3.csv
VD DR.FEHR (GS),,86548,S,"86'548	•                                              VD  Dr.   Fehr   (GS) Rosenkranz,   August.       Handbuch über  die Markeneintragung, 2.,   überarbeitete  und  erweiterte Auflage. Zürich.;   Schulth.ess Polygraphischer Verlag  (AG),   1995. -23cm.1",1352,1352,chunk_3.csv
ZELI (L),,86553,S,"86'555	Zeli (L) Langenscheidt.   L1 a Handwörterbuch Italienisch ... Berlin: Langonscheidt (KG, [ig]94).     -25cci.553+657 S. ",1357,1357,chunk_3.csv
VD DR.RUCHTI (ME),,"86556/1,2",S,"86*556/1,2	VD Dr. Ruchti (ME) Eurole'ben ""95. Leüensversicherungsprodukte im internatio- nalen Vergleich. 2 Teile (Teil 1: Executive Information. Status quo und Trends; Seil 2: BG—Richtlinien, Länder- tlbersichten, VersicherungsproduKte) . .. (St.Allen): ",1360,1360,chunk_3.csv
MEIER (GS),K.-J.,86559,S,"86'559	Meier, K.-J. (GS) Weidmann, (Heins); Grossmann, (Benno); Zigerlig, (Rainer) Wegweiser durch das St.Gallische Steuerrecht. Einführung, systematische Erläuterung, Gesetz und Verordnung, Sach- register. (5-» vollständig überarbeitete und erweiterte Au",1363,1363,chunk_3.csv
HEGETSCHWEILER (IN),,86560,S,"86' 560	HegetscYvweiler Kraut,  Eva;   Seidl,   Theodor.       ORACLE-SQ£:   Version  5-6-7. ([Höhenkirchen]:   it Verlag fUr  innovative  Technologien GinbH,   [1992]).	-22cm. 317  3. ",1364,1364,chunk_3.csv
LIVIT (STÄHELIN),,86563,S,"86*563	Stutni Gi (L) '    ' Vollzugsordner Energie. Hrsg.vom Amt für technische An- lagen und Lufthygiene des Kantons Zürich; Direktion der öffentlichen Bauten. \_l$.±t Nachträgen], Zürich 1991 -     .	-32cm.Ordner. ",1367,1367,chunk_3.csv
1.,,"86564/1,2,3",S,"86*564/1,2,3	Di'iDucUci"" Goldberg, Adele; Robson, David. Smalltalk-80, The lan- guage. (Reprinted with corrections. Addison-Wesley serie in Computer science). Reading,  MA:  Addicon-V/esley Publishing Company,   (1989). -24cm.XVII,585  p. 85'564/l 85'564/",1368,1368,chunk_3.csv
HRN CLER (EA),TH.,86565,S,"86'565	Hrn  der,   Th.   (EA) Dictionnaire  de medecine Flammarion.  Freface  de  Jean- Pierre  Grünfeld.   (5e  ecition). (Paris) '.   Flainmarion Medecine-Scienceg,   (1994).       -25cm. LIX,1010   p. ",1369,1369,chunk_3.csv
FUCHS (LA 4010),,86567,S,"86'567	Pudis (LA4010) Seiwert, Lothar J.   Das ""neue"" 1x1 des Zeitmanagement. Zeit im Griff, Ziele in Balance, Erfolg mit Methode. 16., (neu Überarbeitete und aktualisierte Auflage). (Bremen): GABAl(/PLS Verlag GmbH, 1995).   -22cm.113 S. ",1371,1371,chunk_3.csv
DR.REIMER (CH/IFUE),,86569,,"22r. 86'569	Dr.  Mai""miog  (IA) Senge,   Peter M.       The fiftli discipline.   The  art and practice   of   tlie  learning  Organisation.   (Paperback editioi Nev; York:   Currency Doulileday,   (1994).	—24-cra. ,423 p. ",1373,1373,chunk_3.csv
SD STOLLER (KE),,86574,S,"86*574	SD Stoller (KB) Kappel, Heinz; Müller, Roland (Hrsger)-?  Offen führen. Freiräume schaffen für engagierte Mitarbeiterinnen und Mitarbeiter. Hrsg.von H'K1 und R'M1. Mit Beiträgen von Sami Bö l lag, Michel Domsch((_u,a.]. Im Focus) . Zürich: Verlag I",1378,1378,chunk_3.csv
JÄGGI (VM),CH.,86577,S,"86'577	Ch. Jäggi (VM) ?uld, Leonard M.   The new competitor intelligence. The complete resource for finding, analyzing anä using In- formation about your competltors. Kew York: John Wiley & Sons,Inc., (1995).       -26cm, XIII,482 p. ",1381,1381,chunk_3.csv
DR.REIMER (IA),,86578,S,"86'578	Dy*  läaiMiiej   (lA] Sh.i,   Zhongzhi.       Principles  of  machine   learning. (Beijing):   International Academic Publishers,   (1992). -26cm.XII,389  p ",1382,1382,chunk_3.csv
SCHNIZER (IA),,"86579/1,2,3,4",S,"86*579/1,2,3,4	Schnizer (IA) Microsoft Windows HT resource kit for Windows HT Werk- station and Windows NT Server Version 3-5. 4 vols.» (Redmont, WA): Microspft Press, 1995).     -23crn.4 vols, *J 1: Windows NT resource guide. l CD. 2. Windows NT networki",1383,1383,chunk_3.csv
FRAU BOZZATO (CH/ST),,86584,S,"86'584	Frau Bozzato (GH/ST) Helbling, Carl.   Personalvorsorge und BYG. Gesamtdar- stellung ... 6. »Auflage... Bern: Verlag Paul Haupt, (1995).	-23cm.883 S. ",1388,1388,chunk_3.csv
BOLLE (MS/IBASD),,87085,S,"87'085	Bolle (MS/IBASD) Controller und Controlling / Albrecht Deyhle, Beat Steigmeier und Autorenteam. Bern: Verlag Paul Haupt, (1993).	-23cm.228 S ",1393,1393,chunk_3.csv
BOLLE (MS/IBASD),,87086,S,"87'086	Bolle (MG/IDASD) Reichmann, Thomas.   Controlling mit Kennzahlen und Ma- nagementberichten. Grundlagen einer systemgestützten Controlling-Konzeption. 4., überarbeitete und erweiterte Auflage. München: Verlag Franz Vahlen (GmbH, 1995).       -25cm. ",1394,1394,chunk_3.csv
FRAU HOLLIGER (PF/GS),,87093,S,"87'093	Frau Holliger (PF/GS) Prölss, Erich R.   VersicherungsaufSichtsgesetz mit Eu- ropäischem Gemeinschaftsrecht und Recht der Bundesländer von Peter Frey, Helmut Kollhosser u.a. 11., völlig neu- bearbeitete Auflage; hrsg. von Reimer Schmidt. Beck* sehe",1401,1401,chunk_3.csv
WELSH (CH/IE),R.,87094/1-7,S,"87'094/l-7	R. Welsh (CH/IE) BEA Tuxedo documentation 6.1. 7 vols. München: BEA Sytems Europe GmbH, 1996.     -23cm.7 vols ",1402,1402,chunk_3.csv
BENEDETTI (MS/Z),,87095,S,"87'095	Benedetti (MS/Z) Controller und Controlling / Albrecht Deyhle, Beat Steigmeier und Autorenteam. Bern: Verlag Paul Haupt,(1993).	-23cm.228 S, ",1403,1403,chunk_3.csv
SD SIEGRIST (FI/AS),,87097,S,"87'097	SD Siegrist fFI/AS) Kaduff, Jochen V.   Shortfall-Risk-basierte Portfolio- Strateg-ien. Grundlagen, Anwendungen , Algorithmen, ( Dis s Univ.St.Gallen, Bank- und finanswirtzschaftliche For- schungen . Band 239). Bern: Verlag Paul Haupt,(1996).      ",1405,1405,chunk_3.csv
ALICH (CH/ITDM),,87099,S,"87'099	Auch (CH/ITDM) Maier, Ronald.   Qualität von Datenmodellen. Mit einem Geleitwort von Franz Lehner. (Gabler Edition Wissen- schaft : Information Engineering und IV-Controlling). (Wiesbaden): DUV Deutscher Universitäts-Verlag (GmbH; Gabler, 1996).	-2",1407,1407,chunk_3.csv
BIBLIOTHEK,,87104,S,"87-104	Bibliothek SIGIR 96: Proceedings of the 19th Annual International ACM SIGIR Conference on Research and Development in In- formation Retrieval. August 18-22,1996, Zurich ... (Konstanz: Härtung Gorre Verlag), 199ö!	-30cm, VIII,344 p, ",1412,1412,chunk_3.csv
SIEBER (CH/U3),M.,87105,S,"87'105	M. Sieber (CH/U3) Bollier, Gertrud E.   Leitfaden schweizerische Sozial- versicherung. 4., überarbeitete Auflage ... Wödenswil: Verlag Stutz + Co., AG, 1996. -21cm.285 S. ",1413,1413,chunk_3.csv
FRAU WEGMANN (ED),,87109,S,"8?' 109________________________Frau Wegmann (ED)______ Richtlinie, die europäische, über den Abschluss von Ver- sicherungsunternehmen. Analyse und Kommentar. (Paris: CEA) Comité Européen des Assurances; KPMG/Klyn- veld Peat Marwick Goerdeler, 1995).      ",1417,1417,chunk_3.csv
